Product Unique ID,Product Category,Product Title,Product Description,Product Condition,Product Brand,Product Material,Variation Unique ID,Variation Size,Variation Color,Variation Quantity,Target Price,Buy Now Price,Retail Price,Starting Bid,Reserve Price,Scheduling Fee Bid,Max Daily Schedules,Shipping Price,Ships From Country,Shipping Weight In Ounces,Days To Process Order,Expedited Shipping Price,Expedited Delivery Time,Buy One Get One Available,Accessory Price,Accessory Description,Accessory Unique ID,Primary Image URL,Extra Image URL 1,Extra Image URL 2,Extra Image URL 3,Extra Image URL 4,Status,Campaign Name
XLX_9,Jewelry | Bracelets,Fashionable mixed Color round Natural Stone bracelet,"Treatment process: electroplating
Category: bracelet
Color: mixed color
Product category: hand ornaments
Packaging: independent packaging
Are cross-border sources: yes
Inlay material: pendant
For gift giving occasions: opening ceremony, Tourism Memorial, Business Gift, Advertising Promotion, Anniversary celebration, Fair, employee Welfare
Style: women
Material: alloy
Modeling: geometry
Style: Europe and America
Main sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, Middle East, Africa",New,"",Alloy Metal,XLX_9_mixed color,,mixed color,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/bcc1ece8da6c27642bb0f57ed6b78665/original.jpg,https://images.tophatter.com/ab2581d71d373d4f4a2d7436a6f13f9e/original.jpg,,,,Enabled,
XLX_10,Jewelry | Bracelets,New bracelet with mixed colors and a little fresh style bracelet,"Treatment: electroplating process
Type: Bracelet
Color: color
Product categories: Jewelry
Packing: independent packaging
Whether cross-border supply is:
Material: non mosaic mosaic
Applicable occasions gifts, opening ceremony, tourism souvenirs, business gifts, promotional advertising, anniversary celebration, employee benefits
Style: Women
Material: Alloy
Other: geometric type
Style: Europe and the United States
The main sales area: Northeast Asia, Europe, Africa, Southeast Asia, Middle East, South America, North America",New,"",Alloy Metal,XLX_10_mix color,,mix color,99,1.0,1.0,199.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/3246afac1d5b67c24bb91b31562bb7a8/original.jpg,https://images.tophatter.com/9a489b0b7cb5a5c46951690f2f9fba1a/original.jpg,,,,Enabled,
XLX_11,Jewelry | Bracelets,Sweet and fresh multi piece pearl Life Tree droplet oil personality simple hand chain,"Processing technology: electroplating.  
Category: bracelet. 
Colour: gold. 
Product category: hand jewelry. 
Packaging: independent packaging. 
Mosaic material: ornaments. 
Suitable gifts: opening ceremony, tourist souvenir, Business gifts, advertising promotion, Anniversary Celebration, Fair, employee Welfare. 
Style: women. 
Material: alloy. 
Modelling: geometric type. 
Style: Europe and America. 
Major sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, Middle East, Africa",New,"",Alloy Metal,XLX_11_gold,,Gold,99,1.0,1.0,199.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/e629000f63bfa4f4ce21c6c643b180b5/original.jpg,https://images.tophatter.com/26711d8f52fcca68c794c6f15bff770d/original.jpg,https://images.tophatter.com/d251fa10003e02e6312d01e7acd88acf/original.jpg,https://images.tophatter.com/fc5e3bc4f7eb7aa5d6fbb1c8bbffe981/original.jpg,https://images.tophatter.com/a47a930743095bf19480172c18b63016/original.jpg,Enabled,
XLX_12,Jewelry | Bracelets,American style fashionable simple Open Alloy electroplating bracelet,"Treatment process: electroplating
 Color: gold, silver
 Product category: hand ornaments
 Packaging: individual packaging
 Tessellation material: not tessellated
 For gift-giving occasions: tourism commemorative, business gifts, advertising, employee benefits
 Style: women
 Material: alloy
 Shapes: geometry
 Style: Europe and America
 Main sales areas: Europe, north America, south America, southeast Asia, northeast Asia, middle east, Africa",New,"",Alloy Metal,XLX_12_gold,,Gold,99,1.0,1.0,199.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/f4587fd665d414d45a59d113b8c4ae17/original.jpg,https://images.tophatter.com/8d0721b108dabbb871cd0bfcc10a81ce/original.jpg,https://images.tophatter.com/4bf8dcdb631aa646d3a3c5587af0ed76/original.jpg,https://images.tophatter.com/01804bba0664571fe6cac2d9536ba8db/original.jpg,,Enabled,
XLX_12,,,,,,,XLX_12_silver,,Silver,99,,,,,,,,,,,,,,,,,,,,
XLX_15,Jewelry | Bracelets,European style Buddha head metal bracelet all-match coco multicolor simple and elegant,"Processing technology: insert drill. 
Category: bracelet. 
Color: gold, coffee color. 
Product category: hand jewelry. 
Packaging: independent packaging. 
Are cross-border sources: yes. 
Mosaic material: not inlaid. 
Suitable gifts: tourist souvenir Business gifts advertising promotion. 
Style: women. 
Material: alloy. 
Modelling: geometric type. 
Style: Europe and America. 
Major sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, Middle East, Africa",New,,Alloy Metal,XLX_15_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/816da2f8f5fa7de9966593054ab55a15/original.jpg,https://images.tophatter.com/aacd77e0c15b0c5cf50092ea14cbd227/original.jpg,https://images.tophatter.com/d75682c5b9f5d59981822684cbac4035/original.jpg,https://images.tophatter.com/92e13b97632203504a79de9c294f50c1/original.jpg,,Enabled,
XLX_15,,,,,,,XLX_15_coffee color,,coffee color,99,,,,,,,,,,,,,,,,,,,,
XLX_13,Jewelry | Bracelets,A new multicolored leopard alloy bracelet in Europe and America,"Treatment process: electroplating
Category: bracelet
Colour: gold, silver
Product category: hand ornaments
Packaging: independent packaging
Are cross-border sources: yes
Inlay material: pendant
For gift giving occasions: tourism memorial, business gift, advertising promotion
Style: women
Material: alloy
Modeling: geometry
Style: Europe and America
Sales: northeast Asia, Europe, Africa, Southeast Asia, Middle East, South America, North America",New,,Alloy Metal,XLX_13_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,3.0,China,,4,,,Yes,,,,https://images.tophatter.com/1d85f29a6e04e78a46789010a8b0ad12/original.jpg,https://images.tophatter.com/c15b0778e23f64f248925196a2559ccd/original.jpg,https://images.tophatter.com/9130d06cc408625ed062fd5847eb63af/original.jpg,https://images.tophatter.com/e50b9732e7e2ac0e770079722690a8a2/original.jpg,https://images.tophatter.com/b7b3575321053e451c559d9870e48fe4/original.jpg,Enabled,
XLX_13,,,,,,,XLX_13_silver,,silver,99,,,,,,,,,,,,,,,,,,,,
XLX_14,Jewelry | Bracelets,New hand chain small variety of electroplated dumbbell Bracelet Bangle Bracelet,"Treatment: electroplating process
Type: Bracelet
Color: gold, silver, black
Product categories: Jewelry
Packing: independent packaging
Whether cross-border supply is:
Material: non mosaic mosaic
Applicable occasions gifts, opening ceremony, tourism souvenirs, business gifts, promotional advertising, anniversary celebration, employee benefits
Style: Women
Material: Alloy
Other: geometric type
Custom processing:
Style: Europe and the United States
The main sales area: Northeast Asia, Europe, Africa, Southeast Asia, Middle East, South America, North America",New,,Alloy Metal,XLX_14_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/3d4f8886ba93ad6b868113362eb20694/original.jpg,https://images.tophatter.com/9b83a4f38c708972beb861439ee29cd0/original.jpg,https://images.tophatter.com/90d266d5fb728a977459e4e25aab0fe1/original.jpg,https://images.tophatter.com/2e4e06f131dcc65ff19929694e3ead47/original.jpg,https://images.tophatter.com/37be0bf82d3caaa5ff7744f4a753a7b4/original.jpg,Enabled,
XLX_14,,,,,,,XLX_14_silver,,silver,99,,,,,,,,,,,,,,,,,,,,
XLX_14,,,,,,,XLX_14_Gun black,,Gun black,99,,,,,,,,,,,,,,,,,,,,
XLX_21,Jewelry | Bracelets,Europe and the United States mierkat sun Cross Bracelet Set Bracelet accessories,"Category: bracelet
 Color: gold
 Product category: hand ornaments
 Packaging: individual packaging
 Sales serial number: jewelry
 Mosaic material: ornaments
 For gift-giving occasions: tourism commemorative, business gifts, advertising
 Series: other
 Style: women
 Material: alloy
 Shapes: geometry
 Process customization: yes
 Style: Europe and America
 Main sales areas: Europe, north America, south America, southeast Asia, northeast Asia, middle east, Africa",New,,Alloy Metal,XLX_21_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/566ec25b1c2f2aceacfed9266eac4236/original.jpg,https://images.tophatter.com/7baa0229822b69867018ad946c1b0aa9/original.jpg,https://images.tophatter.com/ebf288eb1f57e322cac527de823530cb/original.jpg,https://images.tophatter.com/9b729bbd73c6e4fe776942bcd31beb42/original.jpg,https://images.tophatter.com/533d3cb58f0c4a7d4ce18756c396a98f/original.jpg,Enabled,
XLX_17,Jewelry | Bracelets,Fashion gold and silver volcanic rock leading bracelet,"Treatment process: electroplating
 Category: bracelet
 Color: gold, silver
 Product category: hand ornaments
 Packaging: individual packaging
 Tessellation material: not tessellated
 For gift-giving occasions: opening ceremony, tourism commemorative, business gifts, advertising, anniversary celebrations, fairs, employee benefits
 Style: women
 Material: alloy
 Shapes: geometry
 Style: Europe and America
 Main sales areas: northeast Asia, Europe, Africa, southeast Asia, middle east, south America, north America",New,,Alloy Metal,XLX_17_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/9d7c166d8ecf40e7a27421dafd5892c5/original.jpg,https://images.tophatter.com/d47537369cae8b70944ad84c162094a6/original.jpg,https://images.tophatter.com/83a5527f994f7bcce2077c605cdf6a42/original.jpg,https://images.tophatter.com/deb94fc8d105070d248447168b634f61/original.jpg,https://images.tophatter.com/fe545be43bcf1c9f0de6f9ee2c089af2/original.jpg,Enabled,
XLX_17,,,,,,,XLX_17_silver,,silver,99,,,,,,,,,,,,,,,,,,,,
XLX_24,Jewelry | Bracelets,Fashionable pineapple alloy resin four piece Bracelet,"Treatment process: electroplating
Category: bracelet
Color: gold
Product category: hand ornaments
Are cross-border sources: yes
Material: alloy
Processing customization: yes
Packaging: independent packaging
Inlay material: pendant
For gift giving occasions: opening ceremony, Tourism Memorial, Business Gift, Advertising Promotion, Anniversary celebration, Fair, employee Welfare
Series: others
Image: beautiful
Style: women
Modeling: geometry
Style: Europe and America
Main sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, Middle East, Africa",New,,Alloy Metal,XLX_24_gold,,gold,100,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/b65db0cc82f2f423bfda46eb36d241d2/original.jpg,https://images.tophatter.com/af6c6a5c74d11e5446dfbd4a73dde8ff/original.jpg,https://images.tophatter.com/323976e0ec1df1180c6f8126b5a539d1/original.jpg,https://images.tophatter.com/41fb403b17efc2d75ca90ce14fee48ed/original.jpg,,Enabled,
XLX_16,Jewelry | Bracelets,European and American fashion multi-piece alloy fittings with diamond bracelet,"Treatment process: electroplating
Category: hand chain
Color: Gold
Product category: hand decoration
Packaging: independent packaging
Inlaid material: not inlaid
Gift giving occasions: Tourist commemorative, business gift, advertising promotion
Series: Beauty
Style: Women's style
Material: other
Modeling: geometric type
Style: Europe and America
Major sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, the Middle East, Africa",New,,Alloy Metal,XLX_16_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/cf512d9e38185fe1fc32f7e6b1ae2358/original.jpg,https://images.tophatter.com/6fd57975adbbd814633fca211c98d98c/original.jpg,https://images.tophatter.com/66e19618455f0b545c00e238d4f85ae2/original.jpg,https://images.tophatter.com/f4929d647dcfccd9851b3b38753cf827/original.jpg,,Enabled,
XLX_18,Jewelry | Bracelets,Fashion rope alloy geometric figure magnet buckle hand chain,"Treatment process: electroplating
Category: hand chain
Color: black, blue, beige, pink
Product category: hand decoration
Packaging: independent packaging
Inlaid material: not inlaid
Gift giving occasions: opening ceremony, tourist commemoration, business gift, advertising promotion, anniversary celebration, exhibition, employee welfare
Style: Women's style
Material: Alloy
Modeling: geometric type
Style: Europe and America
Major sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, the Middle East, Africa",New,,Alloy Metal,XLX_18_black,,black,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/565227cec12b70e3b0c9ac620212e567/original.jpg,https://images.tophatter.com/f6b93d8527ac6ce206a6613387edb3d1/original.jpg,https://images.tophatter.com/8d718126e388e6c44690960ecbeb4169/original.jpg,https://images.tophatter.com/8a6e7684e6543ac6035d2bfa505bc086/original.jpg,https://images.tophatter.com/1a872c9ee4cf52148b323bda17075ac9/original.jpg,Enabled,
XLX_18,,,,,,,XLX_18_blue,,blue,99,,,,,,,,,,,,,,,,,,,,
XLX_18,,,,,,,XLX_18_beige,,beige,99,,,,,,,,,,,,,,,,,,,,
XLX_18,,,,,,,XLX_18_pink,,pink,99,,,,,,,,,,,,,,,,,,,,
XLX_22,Jewelry | Bracelets,Europe and the United States simple cross 8 - shaped Buddha hand accessories combination set of bracelets,"Category: bracelet
 Color: gold
 Product category: hand ornaments
 Packaging: individual packaging
 Mosaic material: ornaments
 For gift-giving occasions: opening ceremony, tourism commemorative, business gifts, advertising, anniversary celebrations, fairs, employee benefits
 Series: other
 Style: women
 Material: alloy
 Shapes: geometry
 Process customization: yes
 Style: Europe and America
 Main sales areas: Europe, north America, south America, southeast Asia, northeast Asia, middle east, Africa",New,,Alloy Metal,XLX_22_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/0529e831c04563ba5056510bcef70788/original.jpg,https://images.tophatter.com/aa3e92925a78cc3503bb7d4e79ad8152/original.jpg,https://images.tophatter.com/05f888d88eb7de6411f1f1833506f837/original.jpg,https://images.tophatter.com/3c71b87ef2c89b0c2b9d548e3a142228/original.jpg,https://images.tophatter.com/86ccf26f855ec8997a1a481eabd00e8e/original.jpg,Enabled,
XLX_23,Jewelry | Bracelets,Hair knitting fringe candy color bracelet adjustable hand rope female ornaments,"Category: bracelet
 Color: mixed color
 Product category: hand ornaments
 Packaging: individual packaging
 Tessellation material: not tessellated
 For gift-giving occasions: opening ceremony, tourism commemorative, business gifts, advertising, anniversary celebrations, fairs, employee benefits
 Style: women
 Material: alloy
 Shapes: geometry
 Style: fashion ol
 Main sales areas: Europe, north America, south America, southeast Asia, northeast Asia, middle east, Africa",New,,Alloy Metal,XLX_23_mix color,,mix color,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/faf07e7b65d3c79f7a47d8991b34bd8b/original.jpg,https://images.tophatter.com/36fa1758cac2c5de4f59695be5c60119/original.jpg,https://images.tophatter.com/d462798e821e176385bf4ced1d75d89a/original.jpg,https://images.tophatter.com/002a1603d7bdac8af990ad60eeb18f53/original.jpg,https://images.tophatter.com/86237aa43d18abea3f7ca774521405cd/original.jpg,Enabled,
XLX_19,Jewelry | Bracelets,Original ladies bracelet simple fashion alloy pendant jewelry in Europe and the United States,"Treatment process: electroplating
Category: bracelet
Color: gold
Product category: hand ornaments
Packaging: independent packaging
Inlay material: not inlaid
For gift giving occasions: opening ceremony, Tourism Memorial, Business Gift, Advertising Promotion, Anniversary celebration, Fair, employee Welfare
Style: women
Material: alloy
Shape: leaves
Style: simplicity
Sales: northeast Asia, Europe, Africa, Southeast Asia, Middle East, South America, North America",New,,Alloy Metal,XLX_19_gold,,gold,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/e8c36818562be16f7877b099a520ed3d/original.jpg,https://images.tophatter.com/ca43eb8f5cc7f5f9b04073caeae2677c/original.jpg,https://images.tophatter.com/3beda8b6330d71fea1f5434f4a006801/original.jpg,https://images.tophatter.com/ccdad9dcc0dff97504c955aa89935126/original.jpg,https://images.tophatter.com/e7d8b908ef086bed2218103814f7d4ad/original.jpg,Enabled,
XLX_20,Jewelry | Bracelets,Fashionable retro pine stone triangle fringed chain arm chain,"Category: bracelet
Cargo number: BZ0300
Colour: Kong blue
Product category: hand ornaments
Packaging: independent packaging
For gift giving occasions: opening ceremony, Tourism Memorial, Business Gift, Advertising Promotion, Anniversary celebration, Fair, employee Welfare
Style: women
Material: water drill
Modeling: geometry
Style: Europe and America
Main sales areas: Europe, North America, South America, Southeast Asia, Northeast Asia, Middle East, Africa",New,,Alloy Metal,XLX_20_Kong blue,,Kong blue,99,1.0,1.0,299.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/9cbc04694767727e9f3afedddc59ea65/original.jpg,https://images.tophatter.com/af863a17f7d9e01e9cda9234f453452f/original.jpg,https://images.tophatter.com/37bcb89a4cc6d4f42a0f19972af6390e/original.jpg,https://images.tophatter.com/03057c51a04fd36f7769ada467160d95/original.jpg,https://images.tophatter.com/19fc05c4e65375f839e128f5f9b7e913/original.jpg,Enabled,
EARRING000019XXX,Jewelry | Earrings,NEW Long Earrings Copper Silver Jewelry Earrings Diamond Earrings Zircon 5,"Treatment process: drill insert
Color: 3 diamond earrings [pair price] 5 drill earrings [pair price]
Product category: earrings
Material: copper
Modeling: geometry
Style: Korean style / Korean style
Production number: E210",New,,Sterling Silver,EARRING000019XXX-White,,White,30,1.0,1.0,200.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/c206631670575f99205ddfc0119662b7/original.jpg,https://images.tophatter.com/f9e944e03805a549d553883d6f86a713/original.jpg,https://images.tophatter.com/18fd9d798cd48847f9e3266ffdc1650d/original.jpg,,,Enabled,
XLX-29,Jewelry | Earrings,Princess ball temperament earrings,"Product category: earrings
 Color: white
 Packaging: individual packaging
 For gift-giving occasions: opening ceremony, tourism, birthday, awards, wedding, advertising, business gifts, anniversary celebration, public relations planning, fairs, festivals, housewarming
 Image: earrings
 Series: earrings
 Style: women
 Material:Alloy metal
 Modelling: water droplets",New,,Alloy Metal,XLX-29-white,,White,100,1.0,1.0,200.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/6b2e55ced8d25041c4d7255b33acb966/original.jpg,https://images.tophatter.com/0a39ab54fdf74e7577da09146bc391d4/original.jpg,,,,Enabled,
XLX-31,Jewelry | Other,Angel wings fashion wing earrings,"Product categories：earrings
Color: White Diamond / on the ear plug (Copper Plated Platinum)
Product categories: Earrings
Packaging: independent packaging
Gift giving occasions: Tourist commemorative, wedding, employee welfare
Series: Earrings
Image: ear nail
Style: Women's style
Material: alloy metal
Modeling: animal / Zodiac",New,,Alloy Metal,XLX-31-silver,,Silver,100,1.0,1.0,200.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/f7bc836308ddd8b5073c0e39f01e8b7f/original.jpg,https://images.tophatter.com/428fc5d275b68298a26bf25588661849/original.jpg,,,,Enabled,
XLX-28,Jewelry | Earrings,Long - style earrings,"Product categories: earrings. 
Color: White. 
Packaging: independent packaging. 
Gift giving: birthday, advertising promotion, anniversary celebration, PR planning, fairs, festivals, employee benefits, promotion, opening ceremonies, tourist celebrations, awards celebrations, wedding ceremonies, business gifts. 
Style: women. 
Material: Alloy metal
Styling: Crown",New,,Alloy Metal,XLX-28-white,,White,100,1.0,1.0,200.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/1c526366c98703db5e076b1f7426de73/original.jpg,https://images.tophatter.com/a0c9a65db395e2b3cc0922efa00f0e6b/original.jpg,,,,Enabled,
XLX-26,Jewelry | Earrings,Peacock tail long exaggerated earrings,"Type: Earrings
Treatment process: electroplating
Color: white
Product categories: Earrings
Packaging: independent packaging
Applicable occasions gifts, promotional advertising, birthday, anniversary celebrations, public relations planning, fairs, festivals, employee benefits, relocation, opening ceremony, tourism souvenir, commemorative wedding, business gifts.
Style: Women's style
Material: Copper
Modeling: water droplet shape",New,,Silver Plated,XLX-26-silver,,Silver,100,1.0,1.0,200.0,1,,0.0,,7.0,China,,4,,,Yes,,,,https://images.tophatter.com/2fb790b1fc9c30cefaa68a6593363744/original.jpg,https://images.tophatter.com/aa33f531af344bf9dfb93ed6d0d59ec8/original.jpg,,,,Enabled,
